Prompt,Dataset,Audio file,Caption,Entailment,Neutral,Contradiction,Full response
,ClothoV2,Waterflow_Ia.wav,"['Droplets of water go from water source to another as birds sing.', 'Water dripping into a pond and a bird chirping.', 'Water flows over rocks as birds are tweeting.', 'Water is dripping into a pond while a bird is chirping.', 'Water runs over rocks and birds are chirping.']",There is the sound of water and birdsong in a natural setting.,A stream is gently flowing through a forest with birds singing in the background.,A busy city intersection with car horns and engines.,
,ClothoV2,Light rain.wav,"['A rain shower and in the background water faintly drips into a puddle.', 'On the ground, rain is pouring down intensely.', 'Rain is pouring down intensely on the ground.', 'Water drips into a puddle during the rain shower.', 'the rain is falling down while the water is dripping and the wind is blowing']",There is a sound of rain with accompanying water drips.,A storm is causing heavy rain with occasional water splashes and wind sounds.,A calm day with no precipitation or water sounds.,
,ClothoV2,Remix of 114382__jmorrisoncafe330__sax_man_Charlie_Rouse_own_voice_.wav,"['A man is speaking, he pauses, then continues to speak.', 'A man speaks and what he says repeats itself for a second time.', 'A man talks, and then says the same thing again.', 'A man is speaking and taking pauses between words.', 'Man is speaking and taking pauses between words.']",A man is speaking with intermittent pauses.,A man is delivering a speech with deliberate repetitions for emphasis.,Continuous dialogue without repetition or pauses.,
,ClothoV2,ambiance metro.wav,"['A large railway car is pulling into a station.', 'A large train car is pulling into a station.', 'A train hits the breaks and squeaks as it slows.', 'A train uses its breaks and the train squeaks as it slows.', 'a few objects moving in a mechanical room near a subway train.']",A train is decelerating at a station with audible mechanical sounds.,Passengers are preparing to disembark as a train comes to a halt at the station.,Children are playing on a quiet playground.,
,ClothoV2,Durango-Silverton RR Dec 01 I 24 bit.wav,"['A railroad crossing alarm is sounding while a locomotive approaches and then passes by.', 'A railway alarm is audible as the train approaches and then passes a point.', 'A steam engine begins chugging away as its whistle blows and its bell sounds.', 'An approaching train blowing its whistle while it chugs on the tracks.', 'An approaching train blows its whistle, while it chugs closer on the tracks.']",A train is approaching and passing by while sounding its whistle and bell.,"A vintage steam locomotive is passing by, signaling its approach with a whistle and bell.",A silent electric train smoothly passes by without any audible alarms.,
,ClothoV2,BodySC.wav,"['A person is walking along a gravel path.', 'On a windy day, the man walks through snow and ice.', 'Someone walks through snow and ice on a windy day.', 'Wind distortion in the foreground with the crunching of footsteps and a humming vehicle at the end.', 'Wind sound with the crunching of footsteps and a vehicle hums by.']",Footsteps on a crunchy surface with wind noise and a vehicle passing by in the background.,"A person is briskly walking on a snowy path, with gusts of wind and a car driving past.",Footsteps on a soft grassy surface with calm weather and no vehicles nearby.,
,ClothoV2,Commercial Oven Door Mechanism and Open Close.wav,"['A door is being opened and closed over and over.', 'A door is being opened and closed repeatedly.', 'A door latch being pulled and a door opening and shutting in a repeated fashion.', 'A door latch is being pulled and a door is opening and shutting in a repeated fashion.', 'A gun shot occurs while a person loads it several times.']",A door is being manipulated with repeated opening and closing sounds.,"A person is preparing to leave a room, repeatedly checking the door's latch and function.",Continuous music plays as someone dances around the room.,
,ClothoV2,january birds yorkshire.wav,"['A gentle wind blowing behind several birds chirping.', 'Birds chirping with a gentle wind in the background.', 'Small birds singing in the distance were almost inaudible.', 'The gentle sound of birds chirping, calling, and singing in the background.', 'faint sound of birds chirping in the distance,']",Birds are vocalizing with wind audible in the background.,A flock of songbirds is perched in a breezy meadow.,A bustling cityscape with car horns and traffic noise.,
,ClothoV2,kitchen.wav,"['A ball being dropped on a table then rolled.', 'A ball drops on a table then rolls.', 'Amid the silence an item is being moved.', 'An item is being moved among otherwise silence.', 'a low humming constantly, a hard object hits the floor and is moved back and forth across a wood floor.']",An object impacts a hard surface and is then moved in a quiet environment.,A ball is being played with on a wooden floor in a silent room.,A soft object is thrown onto a cushioned surface in a noisy setting.,
,ClothoV2,scrapping.wav,"['A knife being sharpened on a metal grinder.', 'A knife is being sharpened on a metal grinder.', 'A large blade grinds and resonates back and forth against rough, sharpening tool.', 'Someone rubbing a piece of metal against another piece of metal', 'The steady rhythm of steel grinding against steel.']",A blade is being sharpened against a metal tool.,A blacksmith is honing a sword on a grinding wheel.,Utensils are being gently placed in a drawer.,
,ClothoV2,Floor_trading3.wav,"['A bell rings and a several people are talking in a crowd.', 'A bell sounds while crowds of people chatter and cheer.', 'A large group of people are talking, some yelling, and a bell rings once.', 'Crowds chatter, a bell sounds and people continue to chatter and cheer.', 'When the bell rings, several people are still talking.']",A bell rings amidst a bustling crowd of people.,A celebration is taking place with a bell marking the beginning of the event.,A quiet room where a single bell tolls in isolation.,
,ClothoV2,Pelicans_Baby Pelicans_Waves.wav,"['Many seagulls are squawking and chirping over the ocean.', 'Seagulls are cawing and chirping as wave crash on the shore.', 'Seagulls are squawking, chirping and cawing as waves are gently lapping the ocean shore.', 'Seagulls are squawking, chirping, and cawing as waves gently lap the ocean shore.', 'The seagulls are cawing and chirping while the waves is crashing the shore']",Seagulls and ocean waves are audible in a coastal environment.,A flock of seagulls is feeding on the shore while waves break gently in the background.,The tranquil sound of a forest with no sign of water or birds.,
,ClothoV2,Gentle Sea On Flat Beach.wav,"['A person rolls for a while in a pond.', 'The water ran, splashing as it dropped into the pool.', 'Water in a river is lapping up against a dock.', 'Water in the river is lapping up against a dock.', 'Water splashing, running, and dropping into and a pool.']",The sound of water moving and making contact with surfaces is audible.,A person is engaging in water activities near a dock.,The recording captures a quiet room with no water sounds.,
,ClothoV2,sail-boat-inside.wav,"['A boat in the water is moving closer and closer', 'In the water, a boat is moving increasingly nearer.', 'Water is lapping up against a boat and a dock.', 'Water is lapping up against the dock and boat.', 'Water rubs against the side of a container and echoes.']",A boat is approaching a dock on the water.,A small motorboat is docking on a calm lake.,A train is passing by a busy station.,
,ClothoV2,two noise generators 01.wav,"['A radio is playing but producing only loud electrical static.', 'Loud electrical static noise plays on a radio.', 'The sound grew higher in pitch with a clear buzzing and clicking.', 'static electricity from some type of electronic device caused distinct static noises in the back', 'static from some type of electronic device with distinct static noises in the back']",There is static noise emanating from an electronic device.,"A radio is being tuned, generating increasing static and interference noises.",A smooth melody is playing on a well-tuned radio.,
,ClothoV2,Bird Effects ME.A1.wav,"['A large amount of rain is falling down outside.', 'A very strong waterfall is flowing at a brisk and steady rate.', 'An very strong waterfall is flowing at a brisk and steady rate.', 'Rain falls down at a constant and heavy rate.', 'Rain falls down heavily at a constant rate.']",There is a consistent and intense water-related sound occurring outdoors.,A thunderstorm is causing heavy rain and strong water currents outside.,A quiet stream is meandering through a forest.,
,ClothoV2,ship engine.wav,"['A motor gurgles and churns heavily and steadily.', 'A truck is idle and covers all the other noises.', 'An idling truck seems to cover all the other noises.', 'An large engine chugs and gurgles steadily and continuously.', 'An old engine is idling and not running very fast.']",A large engine is idling steadily.,A heavy-duty vehicle is warming up its engine.,A motorcycle accelerates rapidly down the street.,
,ClothoV2,BitmapNoise1.wav,"['A shrill electronic buzz repeats in a pattern.', 'A shrill electronic buzz repeats itself in a pattern.', 'An electric static noise ringing and playing in a series of pitches.', 'Annoying static that continuously changes volumes and tone.', 'Annoying static that continuously changes volumes and tones.']",A repetitive electronic static noise with varying volumes and pitches is present.,A synthesizer is generating a sequence of varying electronic tones.,A smooth melody is played on an acoustic piano.,
,ClothoV2,"INT Factory budimka, pozega.wav","['A heavy engine automobile operating and pressing off steam.', 'A large vehicle running and the hiss of steam.', 'Cars are getting washed in the shop by a water spraying machine.', 'Low mechanical rumbling with an occasional annoying hiss in the background.', 'Low mechanical rumbling with occasional hissing in the background.']",There is a presence of mechanical rumbling and hissing sounds.,A truck is releasing steam while idling.,A quiet room with no noticeable machinery or hissing.,
,ClothoV2,book_heavy_noise.wav,"['A person flips through the pages of a book very fast.', 'A person going through pages of a book very rapidly.', 'A person is flipping through pages of a book very fast.', 'A person is going through pages of a book rapidly.', 'flipping pages of a book and scribbling down on paper with a marker.']",A person is rapidly flipping through a book.,A person is quickly reviewing a book and taking notes.,A person is reading a book quietly and steadily.,
,ClothoV2,Dripping water on metal.wav,"['A tap pouring water into a metal sink and then eventually being turned off.', 'Rain patters steadily on a tin roof and water slides off', 'Rain patters steadily on a tin roof while the water slides off.', 'Water dropping roughly onto a thin metal but no heavy rainfall.', 'Water is pouring into a metal sink from the tap and is eventually turned off.']",Water is falling on metal and the flow stops after a while.,A kitchen faucet is running over dishes in a sink before being shut off.,A heavy downpour is drenching a dense forest.,
,ClothoV2,RBH_Household_Bathroom fan.wav,"['A machine begins to run, then turns off.', 'A person operating an electric power tool in a garage.', 'A person roughly operates an electric power tool while working in a garage.', 'The motor of a generator runs steadily in a factory', 'Wind is blowing while a vehicle is in motion.']",A person is using an electric power tool in an indoor workspace.,A mechanic is repairing a vehicle in a workshop.,A quiet library with people reading books.,
,ClothoV2,SmallJarLidScrewUnscrew.wav,"['Glasses are stacked as a glass is pulled across the table.', 'Object, open and closing of the lid of the object multiple times.', 'The opening and closing of the lid of an object multiple times.', 'Two hard objects are being rubbed together over and over again.', 'sliding a glass jar on a counter top, and taking the cap on and off as it slides.']",An object with a lid is being manipulated on a hard surface.,Someone is preparing ingredients in a glass container with a lid on a kitchen counter.,A soft fabric is being folded quietly in a cushioned environment.,
,ClothoV2,munition_shells.wav,"['A coin is dropped into a glass bottle eight times.', 'A light metal object is repeatedly dropped onto a hard surface.', 'A light, metal object is being picked up and repeatedly dropped onto a hard surface.', 'A person flipping coins onto a hard surface.', 'A person is flipping coins onto a hard surface.']",A series of metallic impacts against a hard surface.,A collection of coins being handled and dropped onto a tabletop.,A person is crumpling paper into a ball.,
,ClothoV2,Demolition_Backhoe_Debris into Dumpster #3.wav,"['A machine is running in the background and hard objects are being scraped and moved over another hard surface.', 'An engine whirs while objects break and snap into pieces.', 'An loaded trash truck crunching the trash to make more room inside the back.', 'Someone is knocking into something heavy sounding it seems.', 'The engine rumbles as things begin to break and snap off.']","A machine is operating, causing objects to break and create snapping sounds.","A garbage disposal process is underway, with an engine running and materials being crushed.",A quiet room with no machinery or breaking objects.,
,ClothoV2,carpet_on_carpet.wav,"['A person banging shoes together then sweeping a floor.', 'A person sweeps a hard surface, takes several steps in heels, and sweeps again.', 'A person sweeps a hard surface, while walking in heels.', 'A woman walking in heels on a wooden floor is sweeping and then walks off.', 'First a person bangs shoes together and then sweeps the floor.']",A person is cleaning a floor with sweeping sounds and shoe movements audible.,A cleaning routine includes sweeping a wooden floor and organizing shoes.,A group of people are dancing on a wooden floor.,
,ClothoV2,by a busy road background.wav,"['Cars are pass by on a nearby road, as something is being crinkled.', 'A large amount of cars is quickly driving by.', 'Road noise of cars passing by then a crinkling sound at the very end.', 'The cars pass by, driving at an even rate of speed.', 'traffic noises with a loud car in the middle and crunching noises near the end']",The soundscape includes traffic noise with cars moving steadily and a distinct crinkling sound toward the end.,The audio features a busy street with cars zooming by and someone nearby opening a plastic package at the conclusion.,"The recording captures a quiet room with a single, isolated crinkle of paper.",
,ClothoV2,Paper_Shuffling_Crinkling_Crisp.wav,"['A person flips the pages of a book.', 'A person is flipping pages of a book.', 'Multiple pages of paper are being turned over.', 'Multiple pieces of paper are being turned over.', 'paper being crinkled over and over in the foreground']",A person is interacting with paper.,Someone is reading a book and turning the pages.,A group of people are clapping their hands.,
,ClothoV2,school break noise outdoor.wav,"['A group of people including children are playing and shouting.', 'Some kids make noises as they place outside.', 'The adults and children are talking loudly and excitedly in the large waiting area.', 'The large waiting area has adults and children talking loudly in it.', 'a group of people including kids are shouting and playing.']",A mix of adults and children are engaged in lively activities in a spacious area.,Children are playing a game while adults cheer them on in a park.,A quiet library with people reading silently.,
,ClothoV2,FloiseFlower test 2.wav,"['A very strong wind is blowing outside the windows of a house.', 'A very strong wind is blowing past the windows of a house', 'An engine runs continually, increasing and decreasing in intensity.', 'Cars are passing by on the freeway going fast along with the wind.', 'The wind is blowing strongly and continued at the same strength']",There is a strong wind blowing and engine noise can be heard.,A storm is causing strong winds and traffic noise from a nearby freeway.,There is a calm outdoor environment with occasional bird chirps.,
,ClothoV2,Stock wind sound.wav,"['A wind storm blows outside of a house.', 'Wind blowing outside during a storm from inside a house.', 'Wind passing around a building rises and falls in pitch as its strength rises and falls.', 'Wind rolls around a building, creating a loud noise while rising and falling.', 'Winds blow at high speed creating a whistle']",The sound of wind interacting with a structure is audible.,The recording captures a storm with gusty winds causing a whistling sound.,The audio depicts a calm and quiet indoor environment.,
,ClothoV2,Hill Top Ambaince.wav,"['A man speaks after the wind blows around.', 'The wind is blowing and then a man speaks.', 'Waves and wind blowing followed by a man speaking', 'Waves and wind blowing sound followed by a man speaking', 'air static and a man saying words in the last five seconds.']",A man's voice is heard following the sound of wind and waves.,A man is giving a weather report by the sea.,A choir sings in a calm indoor environment.,
,ClothoV2,La Barca i La Tempesta.wav,"['A screen door is opened and closed and popcorn pops.', 'Loud screeching noises and constant knocking on an object with movement.', 'Popcorn is popping as a screen door opens and closes.', 'The birds were squeaking the background and popping noises were in the foreground.', 'birds squeaking in the background and popping noises in the foreground']",There are popping sounds accompanied by the squeaking of birds and the opening and closing of a door.,"Someone is preparing popcorn in a kitchen with a screen door, while birds can be heard outside.",A quiet library room with occasional pages turning.,
,ClothoV2,marche1.wav,"['A person walking along a dirt path outdoors while birds sing.', 'Birds are singing and footsteps are moving steadily moving on the ground.', 'Birds are singing and footsteps are moving steadily on the ground.', 'Someone is walking along a dirt trail as birds chirp.', 'Someone is walking with birds whistling in the background.']",A person is walking outdoors with birds singing in the background.,A hiker is traversing a forest trail accompanied by the sound of birdsong.,A group of people is walking on a busy city sidewalk with traffic noise.,
,ClothoV2,banging.wav,"['A semi truck backs up, heavy banging starts, then the semi drives away.', 'A truck backing up to a warehouse where boxes are being stacked up.', 'A truck backs up to warehouse where boxes are being stacked up.', 'Machinery is running while hard objects are being dropped onto a hard surface.', 'Machinery running and hard objects being dropped onto a hard surface at the same time.']",A truck is reversing and objects are being handled in an industrial setting.,Warehouse workers are unloading cargo from a truck.,A quiet library with no sign of industrial activity or vehicle movement.,
,ClothoV2,audience final applause 01.wav,"['An audience clapping loudly that slowly fades away in volume.', 'Hands are clapping, and people are continuously applauding and cheering.', 'The clapping and cheering crowd grew softer as time went on.', 'an audience clapping loudly that gets slower and quieter near the end', 'hands are clapping, people are continuously applauding and cheering']",A crowd is applauding and the intensity of the clapping decreases over time.,A performance is ending and the audience is giving a standing ovation.,A silent audience is attentively listening to a speaker.,
,ClothoV2,fan_2_300513.wav,"['A person standing next to a freeway during rush hour.', 'Ambient car noises in a city with rain falling.', 'During rush hour, a person stands next to a busy freeway.', 'Everything else is covered by a steady roar of machinery.', 'Wind blowing outside from the inside of a room.']",Ambient noises from a busy urban environment.,A person is waiting at a bus stop in the city during a rainy day.,Tranquil sounds of a forest with birds chirping.,
,ClothoV2,Garden.wav,"['A boat horn goes off in the distance and some birds begin squawking, and more birds begin chirping.', 'A single bird caws out angrily at a tree while others chirp happily.', 'A single bird caws out angrily while others chirp happily.', 'Birds screeching and chirping as cars are moving by underneath.', 'Some birds are squawking and then more birds are chirping as a boat horn goes off in the distance.']",There are birds making various sounds with background noise that includes transportation sounds.,Several species of birds are communicating in a bustling coastal environment with nearby traffic and maritime activity.,The quiet forest scene is undisturbed except for the gentle chirping of a single bird.,
,ClothoV2,paper_bag.wav,"['A crackling movement sound is occurring from something.', 'Moving around really nearby and whispering some breath.', 'Nearby moving around and a whispering of breathing.', 'Someone rubbing against something and walking at the same time.', 'The person is rubbing against something while walking.']",There is movement and a rustling sound close by.,"A person is walking through a quiet area, brushing against foliage.",A group of people are having a loud conversation in a crowded room.,
,ClothoV2,02901 hurricane wind in suburb.wav,"['A siren wails into the open air while waves lap the shore', 'The booming alarm is in the foreground while busy traffic is in the background.', 'Water flows and splashes before a horn blows.', 'Water is running and splashing then a horn sounds.', 'Waves are coming onto the shore, and a siren is blowing.']",Sounds of water and a siren can be heard in the environment.,An emergency vehicle is driving by the seaside with its siren on.,The environment is quiet and serene with no signs of water or alarms.,
,ClothoV2,LargeStreamOverLoginForestMarch.wav,"['Rapid water is going and falling down the river', 'The bathtub grew filled as the water slowly left the faucet.', 'The river water is moving rapidly and falling down.', 'Water flowing down into a creek at a pretty fast rate.', 'Water flowing down to a creek at a pretty fast rate.']","The sound of water flowing rapidly, possibly in a natural setting.",A waterfall is filling a natural pool with a strong current.,A quiet room with the sound of a gentle stream.,
,ClothoV2,ascensorbibliotecaViladeGracia.wav,"['A horn beeps in the distance while people talk in garage.', 'A machine is running with the stepping and voice of a person', 'A person opening a door and machine whirring noises and people talking in the background.', 'People talk in garage and a horn beeps in the distance.', 'Someone is riding an elevator up and got off.']","There is a background of people talking and mechanical sounds, with an occasional horn beep.",A group of people are having a conversation in a workshop with machinery operating and occasional traffic noises.,A quiet library with people reading and no external noises.,
,ClothoV2,Crowd_Large_Large Venue_Tradeshow.wav,"['A crowd of passengers were talking in a moving bus with a loud engine.', 'Industrial machinery is in operation while factory workers chat to one another.', 'Machinery running and people conversing in close proximity to each other.', 'Multiple distant conversations that are in a busy area.', 'Various far away conversations are being held in a busy area.']",People are talking in an area with background machinery noise.,Factory workers are discussing work on the manufacturing floor.,A quiet library with people studying in silence.,
,ClothoV2,in the cafe.wav,"['An engine runs briefly, men and women are speaking, and a child yells in background.', 'Men and women are speaking as children yell in the background while an engine runs briefly.', 'People are talking nearby and a child is yelling in the background.', 'People have a conversation over a child screaming nearby.', 'engine noise with children screaming and people talking in the background']",There is a background noise of an engine and voices of adults and a child yelling.,A family is arguing near a running vehicle with a child raising their voice.,A quiet library with people whispering and no children present.,
,ClothoV2,pajaritos_hifi_.wav,"['A bird chirps with increasing frequency and intensity.', 'Birds whistle and chirp which then echo out.', 'Multiple birds whistle and chirp followed by high pitched echos.', 'Several birds flying back and forth as they tweet.', 'Several birds tweeting as they fly back and forth']",Various birds are vocalizing with some echo present.,A flock of birds is engaged in a mating call display in an open area.,A single bird is singing quietly in a closed room.,
,ClothoV2,0111 Ambulance.wav,"['A car with a siren passes by and then a bicycle passes by.', 'A police car with the siren turned on driving around.', 'Sirens sound as a vehicle drives by along with other vehicles.', 'Sirens sound as vehicles pass along each other.', 'The cars on the street are quiet but an ambulance silence approaches, wailing, and then fades as it passes.']",Emergency vehicle sirens are heard amidst other traffic.,A police car and an ambulance are responding to an emergency in a busy street.,A peaceful park with no vehicle sounds.,
,ClothoV2,"Cassette player switch on, Fat hum through tiny speaker.wav","['A machine is vibrating and making low frequency humming sounds.', 'An airplane flying through the air at a steady pace', 'An engine is making a continuous low pitched sound.', 'a machines is making vibrating low humming sounds', 'an engine is making a continuous bass sound']",There is a consistent low frequency sound produced by a mechanical source.,A large vehicle such as a truck or an airplane is operating continuously.,There is a high-pitched melody being played on a musical instrument.,
,ClothoV2,flyingmachine+birds.wav,"['An airplane drones overhead, while birds chirp in the distance.', 'Birds are chirping and an airplane flies overhead.', 'Birds are heard chirping and the sound of an engine is heard in the background.', 'Chirping birds are interrupted by a propeller plane passing by.', 'an airplane can be heard flying overhead as birds chirp in the background']",Birds chirping can be heard along with the sound of an airplane in the sky.,A small aircraft is flying over a park where several birds are singing.,A calm lake scene with only the sounds of gentle water ripples and no birds or planes.,
,ClothoV2,20070814.Copenhagen.04.wav,"['A vehicle driving in the background with some female voices in the background', 'Children scream and play in the rain as people talk.', 'People chatting at the train station or around vehicles.', 'People walking and conversing in close proximity with traffic flowing by.', 'people are talking children are screaming and playing in the rain']",Outdoor environment with human voices and nearby traffic sounds.,A busy urban street scene with a splash of water from children playing.,A quiet library with people silently studying.,
,ClothoV2,"09-07-11_0732_Ribeira early morning, next to the river, ducks.wav","['A duck is quacking loudly and another duck is also quacking softly in the background.', 'Ducks quack loudly while other birds chirp in the background.', 'Ducks quacking loudly while other birds chirp in the background.', 'Several ducks are quacking with birds chirping in the background.', 'Two ducks quack, one loudly and one softly.']",Ducks are quacking with the presence of other bird sounds in the background.,"A flock of ducks is by a pond, quacking as they interact with each other, accompanied by the sound of songbirds.",A single duck quacks in silence without any background noise.,
,ClothoV2,Babble of Frogs 001.wav,"['A duck is quacking while other birds are chirping,', 'Several ducks quacking outside with smaller birds chirping', 'Smaller birds are chirping as ducks quack outside.', 'The ducks are quacking in the water of the pond.', 'While a number of birds are chirping a duck is quacking.']",Birds are chirping and ducks are quacking in an outdoor setting.,"A group of ducks is by a pond, quacking as they swim while birds tweet in the background.",A single bird is singing in a silent room.,
,ClothoV2,mountain river 06-09-2012.wav,"['A large volume of water is rushing, splashing and gurgling all the time.', 'A large volume of water is rushing, splashing and gurgling consistently.', 'River waves flow and crash against the many rocks on the river bed.', 'Water flows continuously in the rock filled stream.', 'lots of rain coming down and falling off the roof top.']","The sound of water is dominant, indicating a continuous movement and interaction with natural elements.",A heavy rainstorm is causing a nearby river to swell and rush over rocks.,Silent snowfall covers the landscape without any significant water movement or sound.,
,ClothoV2,River 2.wav,"['A Continuous flow of water is running into a stream.', 'A flow of water is running in a creek bed.', 'Continuous flow of water running in a stream.', 'Water from a small stream flows and runs against rocks.', 'Water from a small stream flows, making a splash as it runs against rocks.']",The sound of water flowing in a natural setting.,A gentle stream is trickling over pebbles in the countryside.,The calm stillness of a quiet lake.,
,ClothoV2,BOAT INTERIOR ENGINE.wav,"['A humming motor, numerous people chattering while a man coughs.', 'Heavy machinery hums consistently while people murmur in the background.', 'Humming from a motor, numerous people chattering while a man coughs.', 'Several men and women speak in a noisy background while someone coughs.', 'several men and women speaking in a noisy background and someone coughing']",There is a consistent hum of machinery with audible chatter from multiple people and occasional coughing.,Workers are conversing near an operating machine in a busy industrial setting.,A quiet room with a single person coughing in the distance.,
,ClothoV2,waves.wav,"['As the water moved around I was being splashed.', 'Birds sing and chirp as water splashes against nearby rocks.', 'Water is being moved around and being splashed.', 'Water splashed rhythmically with birds chirping and wind blowing in the background.', 'Water splashing rhythmically with birds chirping and light wind in the background.']",Birds are chirping with the sound of water splashing in the environment.,"A stream is flowing over rocks, with birds singing and a soft breeze rustling the leaves.",A quiet library with distant traffic noise.,
,ClothoV2,Thunder.wav,"['As a steady rain falls, thunder rolls in the distance.', 'Heavy rain falls during a thunderstorm from the porch of someone.', 'Heavy rains are falling down along with rolling thunder', 'Heavy rains falling down along with rocking thunder', 'Thunder rolls in the distance as a steady rain falls.']",A thunderstorm is occurring with continual rain and periodic thunder.,A person is recording the sound of a thunderstorm while sheltering on a porch.,A calm sunny day with birds chirping in the background.,
,ClothoV2,machine1.wav,"['A machine is being ran at a constant rate while cars pass by quickly.', 'A machine is running at a constant rate while cars pass by quickly.', 'A truck is running while sitting in some traffic.', 'A truck is running while sitting in traffic.', 'Traffic speeds by as an audio recorder plays loudly.']",There is traffic noise with a consistent machine or truck idling in the background.,A truck is idling at a traffic stop as several cars drive past at varying speeds.,A quiet park with no vehicles or machinery present.,
,ClothoV2,Plant noises.wav,"['A person is rustling through leaves and sticks, getting louder as they get closer.', 'Footsteps growing louder as they approach crunching on leaves.', 'Multiple branches are being cut down in the forest with the leaves being crunched down and rustling.', 'Multiple branches are cut down as leaves are crunched and rustling.', 'Someone is shuffling items around before breathing and dropping an item into a bucket.']",There is movement through foliage with increasing proximity.,"A person is foraging through the woods, stepping on leaves and breaking twigs.",A quiet room with someone typing on a computer keyboard.,
,ClothoV2,Horse_Hooves_Hard_Floor_Interior.wav,"['A person is walking with high heels on, down the hallway', 'Hard nails are clacking on a hard surface.', 'Hard objects are striking against another hard object in a regular, even way.', 'Hard objects striking against other hard objects in a regular, even way.', 'The clacking of hard nails on a hard surface.']",There is a repetitive tapping sound on a hard surface.,A woman is walking in high heels on a tiled floor.,Soft pads are gently pressing against a plush carpet.,
,ClothoV2,"Powell Street Festival - Omikoshi - Aug 1, 2009.wav","['A crowd of people speaking while a marching band performs.', 'A drum is beating at a crowded gathering.', 'People talking while others chant to the beat of a drum and whistle in the background.', 'Playing of drums while a whistle blows and a lot of people are chatting.', 'While some people talk, others chant and whistle in rhythm with the drums.']",A group of people are present with rhythmic drumming and intermittent whistling.,"A festival is taking place with participants chanting, drumming, and whistling.",A solitary drummer plays in a quiet room.,
,ClothoV2,"a gentle breeze, wind 1.wav","['A huge gust of wind whistles and howls.', 'Wind blowing by in a very open area near someone.', 'Winds that are howling and whistling are powerful high', 'the strong wind is rumbling and howling and blowing branches away', 'the strong wind is rumbling, howling and blows branches away']",There is a strong wind that is causing a howling and whistling sound.,The sound of wind is accompanied by the noise of branches being broken and scattered.,Calm weather with a gentle breeze is present.,
,ClothoV2,Train Internationaal Benelux 090627.wav,"['A city rail train is coming in for a landing and its brakes are squealing.', 'A huge vehicle passes by on the road and metal is vibrating.', 'A subway slows as it approaches the station, and then quickly passes it without stopping.', 'Outside in the road, a huge vehicle passing by, a metal vibrating', 'a subway approaches a station and then passes it without stopping.']","A large vehicle, likely a train or subway, is passing by on a track and creating metal vibration sounds.","A subway is arriving at a station, causing a loud metallic noise as it prepares to stop.",A large vehicle is quietly passing by on a soft surface without causing any significant noise.,
,ClothoV2,CarApproaching_Asphalt_leaves.wav,"['A moving truck approached slowed down and then stopped', 'A moving truck approaches then slows down and stops.', 'A vehicle motor first accelerates then idles then stops, followed by clicks', 'An engine roars to life, idles, and then stops.', 'Rushing air becomes closer as vehicles pass by squealing to a slow stop.']",A vehicle comes to a stop after slowing down.,"A large vehicle like a truck comes to a stop after slowing down, possibly at a traffic light.",A steady stream of traffic is continuously passing by without stopping.,
,ClothoV2,20100327.plastic.bag.wav,"['A large machine is operating at a fast pace.', 'A large machine is running at a very fast speed.', 'A piece of plastic is rustling in the wind.', 'Someone is shaking a container filled with beads.', 'The wind causes a piece of plastic to rustle.']",There is a large machine operating and the sound of plastic rustling.,A factory environment with machinery at work and lightweight objects being moved by the wind.,A quiet room with no significant activity or machinery noise.,
,ClothoV2,Rosary.wav,"['A muffled noise as one object rubs against another object.', 'Beads rattle around noisily as time goes on and on.', 'Beads rattle around noisily as time goes on.', 'The walking stick taps very lightly as the man shuffles across the room and scrapes the dinner plate.', 'Very light tapping and shuffling followed with scraping.']",There is a continuous rattling noise accompanied by periodic light tapping and scraping sounds.,"A person is possibly moving around in a room with a walking stick, causing a rattling and scraping noise.",Loud music is playing as a crowd cheers and claps to the beat.,
,ClothoV2,Mensen op de achtergrond.001.wav,"['A bunch of people are talking in the background while a man talks to another.', 'A large gathering of people are talking and socializing outside.', 'A large gathering of people talking and socializing outdoors.', 'People chatting in a large public space outdoors during the day with children.', 'People chatting outdoors while some are children playing.']",There is an outdoor gathering with people conversing and children playing.,A family picnic is happening with adults discussing and children running around.,A quiet library with individuals reading silently.,
,ClothoV2,PassingCars01.wav,"['Birds chirp and chatter happily, as cars zoom by in the background.', 'Birds chirp happily as cars zoom by in the background.', 'Cars driving down a street while birds are tweeting in the background.', 'Multiple vehicles passing by on a road with birds chirping in the background.', 'Vehicles are running on a highway and birds are chirping in the trees.']",Birds are chirping while there is traffic noise in the background.,A busy street scene with birdsong nearby and the occasional horn from the cars.,A quiet room where only the sound of typing on a keyboard is heard.,
,ClothoV2,Railway maintenance works.wav,"['After closing the door and roaring the motor, the vehicle with the noise rolled by.', 'As two cars zoom by, someone opens the door, steps out, and closes it.', 'The train is speeding down the tracks and it is picking up speed as it passes.', 'The train is speeding down the tracks picking up speed as it passes.', 'closing door, motor roaring, then approaching vehicle, rolling noise passing by']",A vehicle is moving with increasing speed accompanied by the sound of a door closing.,A car accelerates quickly after a door is closed and someone steps out.,A train and cars are passing by simultaneously.,
,ClothoV2,tata_hungary__roundabout_with_fountain_20080718.wav,"['A car on the road passes by quickly.', 'A car passes by quickly on the road', 'A vehicle approaches, drives by, and then drives away.', 'Cars drive by a single point on the road.', 'vehicle approaches real fast and passes by with a zoom']",A vehicle is in motion on a road.,A sports car accelerates on a highway.,A car is parked quietly on the roadside.,
